"id","course_name","created_at","parent_id","description"
"6842e34b-e79e-4899-a72f-2f9a95b326da","Grade 5","2020-12-05T07:15:58.000Z",,"course"
"07b27542-7dc7-4d24-b78f-6bf1acdecf6f","TAMIL","2020-12-06T01:12:17.000Z","6842e34b-e79e-4899-a72f-2f9a95b326da","sub"
"27f36b1f-03d2-4296-b6ed-284c60bd02c4","HINDI","2020-12-06T01:12:42.000Z","6842e34b-e79e-4899-a72f-2f9a95b326da","sub"
"7e7c3026-8cbe-47d6-9816-58bfac1d571b","URDU","2021-02-01T01:30:02.000Z","6842e34b-e79e-4899-a72f-2f9a95b326da","SUB"
"886225e4-5160-4358-88d4-a40e35990e9d","ENGLISH","2020-12-06T01:11:59.000Z","6842e34b-e79e-4899-a72f-2f9a95b326da","sub"
"aba5da30-4270-4901-aef9-3fe94fe914ac","SOCIAL SCIENCE","2020-12-06T01:11:39.000Z","6842e34b-e79e-4899-a72f-2f9a95b326da","sub"
"c108a875-76a8-4b29-b065-7440d2623a5f","COMPUTER SCIENCE","2021-08-10T04:15:50.000Z","6842e34b-e79e-4899-a72f-2f9a95b326da","SUB"
"c66afda5-1db7-425c-9e41-44e8844ac409","SCIENCE","2020-12-06T01:11:16.000Z","6842e34b-e79e-4899-a72f-2f9a95b326da","sub"
"d4dd321b-ec3c-4201-8d47-6d7de30f6f66","KANNADA","2021-08-19T02:29:01.000Z","6842e34b-e79e-4899-a72f-2f9a95b326da","SUBJECT"
"ec7e97be-a19d-4e5d-90e8-a43e41bcf90c","TAMIL","2021-02-09T03:44:54.000Z","6842e34b-e79e-4899-a72f-2f9a95b326da","SUB"
"f91909a3-4f4b-4436-8c03-285ab006fff8","MATHEMATICS","2020-12-06T01:10:37.000Z","6842e34b-e79e-4899-a72f-2f9a95b326da","sub"
"0cd5a5f9-d53c-4173-bdcb-0a6bf93d679d","CH-soil erosion","2020-12-19T02:43:29.000Z","c66afda5-1db7-425c-9e41-44e8844ac409","CHAPTER"
