"id","course_name","created_at","parent_id","description"
"dbb8fdc1-b248-4268-9e7f-4b74beaa5013","Grade 10","2020-12-05T07:13:08.000Z",,"course"
"24ed4a51-4818-48ac-b273-e561a3e9c1cc","SCIENCE","2020-12-05T07:25:51.000Z","dbb8fdc1-b248-4268-9e7f-4b74beaa5013","SUBJECT"
"431e4332-5580-47ec-9274-4230430736a5","URDU","2021-02-01T01:34:43.000Z","dbb8fdc1-b248-4268-9e7f-4b74beaa5013","SUB"
"437c171d-09e0-47b0-86a1-d44377390b35","BIOLOGY","2021-08-16T05:18:48.000Z","dbb8fdc1-b248-4268-9e7f-4b74beaa5013","CHAPTER"
"511ddba5-a1a7-4e35-b513-7fccfe86aca6","SOCIAL SCIENCE","2020-12-05T08:31:06.000Z","dbb8fdc1-b248-4268-9e7f-4b74beaa5013","subject"
"72a74544-3bd9-425c-918d-5b9dcab18502","CHEMISTRY","2021-08-16T05:14:46.000Z","dbb8fdc1-b248-4268-9e7f-4b74beaa5013","CHAPTER"
"903c6143-427b-4c91-988f-cde07fe1c2d8","HINDI","2020-12-05T08:32:06.000Z","dbb8fdc1-b248-4268-9e7f-4b74beaa5013","subject"
"9c33f74d-c9c6-4fb0-ac36-de73fa6fa05a","TAMIL","2020-12-05T08:31:48.000Z","dbb8fdc1-b248-4268-9e7f-4b74beaa5013","subject"
"9e4d209c-df80-4e81-832f-2d4329c379fd","PHYSICS","2021-08-16T05:08:32.000Z","dbb8fdc1-b248-4268-9e7f-4b74beaa5013","CHAPTER"
"ad775d99-5165-41e8-af9f-0505caa63e88","COMPUTER SCIENCE","2021-08-10T04:18:24.000Z","dbb8fdc1-b248-4268-9e7f-4b74beaa5013","SUB"
"aee5e873-1328-4953-ad03-94f5ef37551d","ENGLISH","2020-12-05T08:31:27.000Z","dbb8fdc1-b248-4268-9e7f-4b74beaa5013","subject"
"bae86c9b-727d-4905-bbd8-4591972bc3c2","KANNADA","2021-08-19T02:31:23.000Z","dbb8fdc1-b248-4268-9e7f-4b74beaa5013","SUBJECT"
"cd09118d-26e3-4f71-b55e-76cb78f0df57","MATHEMATICS","2020-12-05T07:23:26.000Z","dbb8fdc1-b248-4268-9e7f-4b74beaa5013","SUBJECT"
"fefde73c-f803-4dff-a6bc-bb4a599bbd56","ew","2021-08-12T23:43:20.000Z","dbb8fdc1-b248-4268-9e7f-4b74beaa5013","fdefs"
"0da3cf8a-7f6e-4c67-8ef6-ba4a9dd26c1e","CH15-Our environment","2020-12-10T00:14:35.000Z","24ed4a51-4818-48ac-b273-e561a3e9c1cc","CHAPTER"
"24250764-fdaa-4cfe-9876-b544516c46f5","CH4-Carbon and its components","2020-12-09T06:01:50.000Z","24ed4a51-4818-48ac-b273-e561a3e9c1cc","CHAPTER"
"2a26a87f-7d77-4490-b92d-73932e835a4d","CH1-Chemical reactions and equations","2020-12-09T05:41:25.000Z","24ed4a51-4818-48ac-b273-e561a3e9c1cc","CHAPTER"
"43ef4b5f-9425-4a02-8996-3fdeb8b7885f","CH9-Heridity and evolution","2020-12-09T06:31:32.000Z","24ed4a51-4818-48ac-b273-e561a3e9c1cc","CHAPTER"
"502cca4a-5b20-4237-9c20-244e478afbc3","CH11-Human Eye & Colourful World","2020-12-09T06:40:08.000Z","24ed4a51-4818-48ac-b273-e561a3e9c1cc","CHAPTER"
"6664a277-a942-4827-9745-37b6bdf20b06","CH8-How do organisms reproduce?","2020-12-09T06:24:16.000Z","24ed4a51-4818-48ac-b273-e561a3e9c1cc","CHAPTER"
"747ed709-2faf-4815-b074-73074d6175a9","CH16-Sustainable management of natural resources","2020-12-10T00:16:50.000Z","24ed4a51-4818-48ac-b273-e561a3e9c1cc","CHAPTER"
"79b05f9e-987e-4f2d-af56-2bf429df59dd","CH12-Electricity","2020-12-10T00:07:29.000Z","24ed4a51-4818-48ac-b273-e561a3e9c1cc","CHAPTER"
"7d073065-11e8-4878-9d26-b3dc5a0b6758","CH2-Acids, Bases, and salts","2020-12-09T05:53:25.000Z","24ed4a51-4818-48ac-b273-e561a3e9c1cc","CHAPTER"
"a547e7ae-d98c-491c-afa4-2ee700192e59","CH7-Control and coordination","2020-12-09T06:19:39.000Z","24ed4a51-4818-48ac-b273-e561a3e9c1cc","CHAPTER"
"aeb53d70-de50-4b49-81dd-e365aa327516","CH3-Metals and Non-metals","2020-12-09T05:58:20.000Z","24ed4a51-4818-48ac-b273-e561a3e9c1cc","CHAPTER"
